ip,app,device,os,channel,hour,day,minute,dayofweek,ip_click_count,app_click_count,device_click_count,os_click_count,channel_click_count,ip_hour_click_count,ip_app_click_count,ip_device_click_count,ip_channel_click_count,ip_unique_apps,ip_unique_devices,ip_unique_os,ip_unique_channels,time_since_prev_click_sec,very_fast_repeat_click,anomaly_score,anomaly_flag,conversion_probability,low_quality_score,anomaly_score_scaled,risk_score,decision
95322,26,1,19,121,16,6,8,0,13,3946,467914,120453,18947,13,1,13,2,9,1,1,9,3.0,1,-0.19168243304516464,0,0.035577644,0.96442235,0.15087172469086826,0.7203571351784092,monitor
95434,15,1,26,245,16,6,9,0,31,56109,467914,2586,42657,31,7,31,6,9,1,6,13,69.0,0,-0.15810383575322268,0,0.0068587605,0.99314123,0.23866822945763083,0.7667993027797025,monitor
127583,12,1,13,178,16,6,0,0,19,69497,467914,110115,21830,19,4,19,4,8,1,3,9,13.0,0,-0.19969251368556717,0,0.0043500457,0.99564993,0.12992811358606435,0.7359333996672499,monitor
108032,1,1,41,134,16,6,5,0,14,19091,467914,6222,43940,14,1,14,4,7,1,5,9,278.0,0,-0.11065748187478142,0,0.0007468651,0.99925315,0.3627241570545147,0.8082944428561005,block
124064,21,1,13,128,16,6,2,0,25,10101,467914,110115,10067,25,1,25,1,11,1,4,15,11.0,0,-0.2115307028130013,0,0.03189836,0.9681016,0.09897531293390531,0.7073637283520648,monitor
116376,12,2,49,245,16,6,7,0,27,69497,26018,1780,42657,27,8,26,17,6,2,2,5,0.0,1,-0.1247918733713001,0,0.0001343762,0.99986565,0.3257675754674337,0.7976362045898455,monitor
202653,1,1,6,134,16,6,3,0,49,19091,467914,12778,43940,49,7,49,15,5,1,1,5,47.0,0,-0.14528600248779205,0,0.0005999194,0.9994001,0.2721824632299274,0.7812348123256067,monitor
3994,3,1,19,489,16,6,2,0,465,65991,467914,120453,3755,465,52,430,3,27,4,34,63,3.0,1,-0.10367731860432639,0,0.0035213716,0.9964786,0.3809748877958596,0.8118275043331427,block
73487,12,2,65,326,16,6,0,0,3296,69497,26018,322,2124,3296,884,413,375,30,4,56,83,1.0,1,0.12553584555885977,1,0.00045533347,0.9995447,0.9802886258026345,0.9937678697842474,block
18178,9,1,19,134,16,6,6,0,8,59537,467914,120453,43940,8,4,8,2,4,1,1,6,0.0,1,-0.20630744872062962,0,0.08316876,0.91683125,0.11263232930155956,0.6755715653409134,monitor
105125,12,2,18,259,16,6,3,0,23,69497,26018,24717,24335,23,6,8,4,7,2,7,9,6.0,0,-0.1497867208219939,0,0.005217665,0.9947823,0.2604146298315551,0.7744719832106359,monitor
58838,8,2,37,145,16,6,5,0,93,32361,26018,6729,31640,93,37,54,37,9,2,7,14,1.0,1,-0.10567291764294295,0,0.012893251,0.98710674,0.37575708137639696,0.8037018367847453,block
50136,12,1,17,265,16,6,9,0,99,69497,467914,26717,11005,99,8,92,1,18,2,11,30,0.0,1,-0.19494561859963877,0,0.0065678293,0.99343216,0.1423396146805144,0.7381043874177652,monitor
30280,18,1,20,107,16,6,3,0,63,38763,467914,11883,14818,63,13,63,12,17,1,8,30,7.0,0,-0.18985089196701016,0,0.014083086,0.9859169,0.15566057586295992,0.7368400294292676,monitor
177457,2,1,13,477,16,6,7,0,125,53879,467914,110115,20041,125,105,125,103,5,1,2,8,1.0,1,-0.09121810924036022,0,0.00029181404,0.9997082,0.41355144317734516,0.8238611559146294,block
5348,15,2,11,245,16,6,5,0,1598,56109,26018,3272,42657,1598,159,152,140,35,6,49,82,1.0,1,0.06505718966081864,1,0.00053505687,0.9994649,0.8221577022659927,0.9462727431711003,block
5348,12,1,13,265,16,6,6,0,1598,69497,467914,110115,11005,1598,207,1407,20,35,6,49,82,0.0,1,0.010788046049397537,1,0.0027062693,0.9972937,0.6802625217037108,0.9021843301652881,block
83280,15,1,19,245,16,6,7,0,54,56109,467914,120453,42657,54,6,53,5,18,2,10,27,0.0,1,-0.19931455869022247,0,0.013940299,0.9860597,0.13091633615122691,0.7295167145050361,monitor
64659,9,1,19,134,16,6,5,0,49,59537,467914,120453,43940,49,11,49,10,10,1,5,14,0.0,1,-0.20883125828078264,0,0.013603401,0.9863966,0.10603343369696115,0.7222876397434878,monitor
100933,25,1,19,259,16,6,7,0,87,7340,467914,120453,24335,87,4,46,5,13,2,7,26,1.0,1,-0.19770151541289227,0,0.092720985,0.907279,0.13513389058198033,0.6756354654648468,monitor
73487,18,2,22,121,16,6,8,0,3296,38763,26018,18179,18947,3296,201,413,112,30,4,56,83,1.0,1,0.0837769570553587,1,0.00866653,0.9913335,0.8711034677188525,0.9552644676494875,block
124013,12,1,19,497,16,6,9,0,21,69497,467914,120453,756,21,2,21,1,12,1,2,16,4.0,1,-0.1948419068160238,0,0.004748011,0.995252,0.14261078539158828,0.7394596090992269,monitor
76064,18,1,13,121,16,6,9,0,3,38763,467914,110115,18947,3,1,3,1,3,1,1,2,-1.0,0,-0.18299587528616978,0,0.13666572,0.8633343,0.17358409123386756,0.6564092241429264,monitor
67716,3,1,13,280,16,6,0,0,44,65991,467914,110115,22283,44,5,44,4,12,1,4,19,2.0,1,-0.21474941057962632,0,0.011347182,0.9886528,0.09055949707005667,0.7192248030280299,monitor
41963,2,1,18,477,16,6,3,0,12,53879,467914,24717,20041,12,7,12,7,6,1,4,5,32.0,0,-0.2051941861922107,0,0.0036634926,0.9963365,0.11554312864297354,0.7320984964351467,monitor
99703,9,1,13,215,16,6,3,0,8,59537,467914,110115,13005,8,2,8,2,5,1,2,6,134.0,0,-0.18417369790407662,0,0.17808777,0.8219122,0.1705044894211893,0.6264898892877521,monitor
137314,3,1,32,280,16,6,6,0,5,65991,467914,3875,22283,5,2,4,2,3,2,2,3,1.0,1,-0.1992393540621058,0,0.021764109,0.9782359,0.13111297043685596,0.7240989916101828,monitor
130092,15,1,19,245,16,6,5,0,77,56109,467914,120453,42657,77,11,77,22,8,1,1,9,0.0,1,-0.17703125100317124,0,0.0013529912,0.99864703,0.18917953614603183,0.7558067907220444,monitor
5348,64,1,19,459,16,6,3,0,1598,6423,467914,120453,10801,1598,18,1407,33,35,6,49,82,1.0,1,0.0277968298707566,1,0.009856178,0.99014384,0.7247346524739602,0.9105210865838629,block
56972,8,1,13,145,16,6,1,0,31,32361,467914,110115,31640,31,6,31,6,10,1,2,14,0.0,1,-0.2175621025540811,0,0.03280799,0.967192,0.08320527312211606,0.7019959599883926,monitor
81936,9,1,6,134,16,6,1,0,40,59537,467914,12778,43940,40,6,40,5,11,1,6,17,0.0,1,-0.21228872504241775,0,0.023319475,0.9766805,0.09699334502441659,0.7127743655449836,monitor
3964,18,1,19,121,16,6,9,0,454,38763,467914,120453,18947,454,40,428,24,24,3,40,67,1.0,1,-0.0948336703340007,0,0.034779076,0.9652209,0.4040979920985979,0.7968840473640765,monitor
192257,6,1,9,459,16,6,6,0,2,10944,467914,12357,10801,2,1,2,2,2,1,1,1,3.0,1,-0.19538171304646096,0,0.15301977,0.8469802,0.14119937740835262,0.6352459631057761,monitor
80000,12,1,13,265,16,6,8,0,22,69497,467914,110115,11005,22,5,22,1,8,1,3,14,0.0,1,-0.22851880413648645,0,0.009731959,0.99026805,0.05455725979552919,0.7095548319570608,monitor
107941,9,1,19,215,16,6,0,0,28,59537,467914,120453,13005,28,1,28,1,15,1,4,22,0.0,1,-0.21594833994602292,0,0.4150443,0.5849557,0.08742470835578509,0.4356963911501529,allow
37972,14,1,32,379,16,6,6,0,242,17431,467914,3875,5646,242,18,230,9,23,2,22,58,3.0,1,-0.13258963319079092,0,0.0022034328,0.9977966,0.3053791104219838,0.7900713318128134,monitor
26619,6,1,19,125,16,6,7,0,53,10944,467914,120453,7820,53,2,47,2,10,2,11,12,2.0,1,-0.19179607848785407,0,0.033250105,0.9667499,0.1505745808714271,0.7218972849975122,monitor
81541,64,1,23,459,16,6,0,0,46,6423,467914,4844,10801,46,1,46,1,14,1,7,27,-1.0,0,-0.18156327017581947,0,0.015178859,0.98482114,0.17732986180034516,0.7425737630368687,monitor
60598,2,1,40,236,16,6,3,0,2,53879,467914,1593,1286,2,1,1,1,2,2,2,2,150.0,0,-0.127413423894027,0,0.025745694,0.9742543,0.31891312079906864,0.7776519235291492,monitor
111668,3,1,30,402,16,6,0,0,50,65991,467914,2720,488,50,4,45,2,8,2,12,11,-1.0,0,-0.17267813821158706,0,0.0066693476,0.99333066,0.20056143172176785,0.7554998837935689,monitor
188387,12,1,16,140,16,6,1,0,908,69497,467914,9294,14757,908,124,703,41,26,3,34,70,1.0,1,-0.05823451674820934,0,0.0009930951,0.9990069,0.49979221465105444,0.849242483502372,block
147046,15,1,19,3,16,6,1,0,404,56109,467914,120453,2921,404,44,384,6,24,3,26,66,4.0,1,-0.10908710895114981,0,0.0024591216,0.9975409,0.36683014315859486,0.8083276488855362,block
161994,12,1,1,178,16,6,0,0,26,69497,467914,5347,21830,26,6,26,1,10,1,5,15,-1.0,0,-0.19829713338021776,0,0.004878637,0.99512136,0.133576554066318,0.7366579061765605,monitor
179305,15,1,13,3,16,6,8,0,11,56109,467914,110115,2921,11,1,11,1,6,1,3,7,71.0,0,-0.19669888510641526,0,0.020511415,0.9794886,0.13775542464180343,0.7269686314056025,monitor
7962,25,1,13,259,16,6,7,0,59,7340,467914,110115,24335,59,2,54,2,11,2,7,25,1.0,1,-0.20004748153825708,0,0.047419928,0.9525801,0.1289999945077187,0.7055060405466821,monitor
48786,2,1,13,219,16,6,4,0,16,53879,467914,110115,3865,16,2,16,1,11,1,2,15,0.0,1,-0.23791235014261175,0,0.0037496272,0.9962504,0.029996361687331677,0.7063741464479415,monitor
125295,25,1,6,259,16,6,0,0,64,7340,467914,12778,24335,64,2,64,7,17,1,6,33,1.0,1,-0.18935155584709545,0,0.014142452,0.98585755,0.15696616840010943,0.7371901031483592,monitor
177999,9,1,23,120,16,6,9,0,3,59537,467914,4844,26,3,1,3,2,3,1,1,2,-1.0,0,-0.1733007985072143,0,0.47948354,0.52051646,0.19893338880092107,0.4240415412221855,allow
15049,3,1,27,137,16,6,9,0,13,65991,467914,4273,5890,13,5,13,2,7,1,4,9,4.0,1,-0.21200922913967973,0,0.0023586864,0.9976413,0.0977241308623026,0.7276661786774835,monitor
4683,24,1,27,105,16,6,9,0,22,7394,467914,4273,6214,22,2,13,2,9,2,6,9,78.0,0,-0.15205842654140228,0,0.0028126757,0.9971873,0.25447489922611427,0.7743735972206847,monitor
59125,3,1,22,402,16,6,3,0,317,65991,467914,18179,488,317,39,300,15,23,3,24,48,0.0,1,-0.13243456715092544,0,0.0036257727,0.99637425,0.305784554883819,0.7891973291650358,monitor
73516,23,1,18,153,16,6,3,0,3133,4782,467914,24717,11033,3133,19,2724,432,32,7,53,86,0.0,1,0.10269689276867444,1,0.016788881,0.9832111,0.9205726046097968,0.9644195216516462,block
152339,25,1,19,259,16,6,8,0,9,7340,467914,120453,24335,9,2,9,2,5,1,2,8,1.0,1,-0.20824608823900764,0,0.27566805,0.724332,0.10756345247396332,0.5393014301513687,monitor
44725,18,1,15,107,16,6,8,0,339,38763,467914,11772,14818,339,36,281,19,25,4,30,56,1.0,1,-0.12740903960526334,0,0.0049819695,0.995018,0.31892458420910896,0.7921899551806404,monitor
91451,24,1,22,178,16,6,4,0,41,7394,467914,18179,21830,41,9,41,4,9,1,2,10,0.0,1,-0.21723255204034664,0,0.016107762,0.98389226,0.08406693458457744,0.7139446578022837,monitor
14258,9,1,10,134,16,6,3,0,8,59537,467914,14836,43940,8,2,8,2,4,1,1,4,0.0,1,-0.2095327530249923,0,0.034380503,0.9656195,0.10419926575604355,0.7071934388035037,monitor
15661,15,1,13,245,16,6,2,0,34,56109,467914,110115,42657,34,5,34,3,13,1,6,24,15.0,0,-0.18928782227109525,0,0.008901879,0.9910981,0.15713280982233607,0.7409085230423734,monitor
73168,12,1,13,205,16,6,2,0,60,69497,467914,110115,10651,60,8,36,1,15,2,5,24,4.0,1,-0.20537622256707805,0,0.024600448,0.97539955,0.1150671660137186,0.7172998195657733,monitor
2603,9,1,20,134,16,6,5,0,27,59537,467914,11883,43940,27,7,27,5,11,1,7,15,1.0,1,-0.22239573340990926,0,0.039893687,0.9601063,0.07056698776478436,0.6932445334708538,monitor
52746,12,2,19,259,16,6,0,0,30,69497,26018,120453,24335,30,4,2,3,15,2,5,23,-1.0,0,-0.1243389721631426,0,0.0010367364,0.99896324,0.3269517566509167,0.7973597689195608,monitor
67495,3,1,15,137,16,6,6,0,26,65991,467914,11772,5890,26,3,26,1,7,1,3,10,0.0,1,-0.2389950994281052,0,0.0030174388,0.9969826,0.027165344001317513,0.7060373814825608,monitor
124781,15,1,19,245,16,6,1,0,10,56109,467914,120453,42657,10,3,10,5,5,1,2,5,0.0,1,-0.21234298774566684,0,0.048549563,0.95145047,0.09685146668319088,0.6950707669817334,monitor
95820,21,2,9,128,16,6,1,0,222,10101,26018,12357,10067,222,4,20,4,23,2,23,49,0.0,1,-0.0917114974925759,0,0.0015180274,0.998482,0.4122614022723931,0.8226157771537334,block
20626,9,1,13,134,16,6,0,0,12,59537,467914,110115,43940,12,2,10,2,9,3,4,9,0.0,1,-0.17759539323037193,0,0.05349625,0.94650376,0.1877044978855312,0.7188639445042092,monitor
198117,3,1,19,280,16,6,9,0,23,65991,467914,120453,22283,23,2,23,1,9,1,3,11,0.0,1,-0.2193379453155745,0,0.120401725,0.87959826,0.07856205392749262,0.6392873981263374,monitor
35308,27,1,19,122,16,6,0,0,50,2478,467914,120453,5972,50,2,50,2,15,1,3,27,2.0,1,-0.18711599985627392,0,0.13284771,0.8671523,0.16281137987508754,0.6558500234023761,monitor
60605,8,1,25,145,16,6,9,0,29,32361,467914,11933,31640,29,6,29,6,11,1,3,16,1.0,1,-0.21269771223500755,0,0.18977316,0.81022686,0.09592398391645951,0.5959360134198719,monitor
93587,15,1,12,130,16,6,0,0,506,56109,467914,5578,3140,506,56,460,3,25,5,42,66,0.0,1,-0.07775270199661788,0,0.0036680573,0.99633193,0.4487588605981237,0.8320599973708739,block
20215,26,1,19,121,16,6,0,0,86,3946,467914,120453,18947,86,2,80,4,18,2,9,37,3.0,1,-0.1681798149714681,0,0.06666657,0.9333334,0.21232300277132202,0.7170302667486024,monitor
49193,3,1,8,452,16,6,6,0,6,65991,467914,15263,3861,6,2,6,1,4,1,2,6,0.0,1,-0.2289287160533129,0,0.00773462,0.9922654,0.05348548085114067,0.7106314444262406,monitor
9734,9,1,18,442,16,6,6,0,81,59537,467914,24717,10237,81,11,81,4,20,1,9,35,3.0,1,-0.20656147269073893,0,0.020428855,0.97957116,0.11196814382327197,0.7192902636654752,monitor
43500,3,1,19,135,16,6,6,0,18,65991,467914,120453,7919,18,2,18,1,8,1,2,10,0.0,1,-0.23557161074433947,0,0.04997051,0.9500295,0.036116591664522496,0.6758556221641212,monitor
103087,18,1,37,107,16,6,4,0,6,38763,467914,6729,14818,6,2,6,2,5,1,2,4,192.0,0,-0.1604406616069392,0,0.007185776,0.99281424,0.23255823205597784,0.7647374217232692,monitor
60527,3,1,13,280,16,6,2,0,59,65991,467914,110115,22283,59,6,55,3,17,3,7,27,1.0,1,-0.20362528963465953,0,0.00418342,0.9958166,0.11964525455657307,0.732965188248228,monitor
108172,15,1,25,140,16,6,2,0,31,56109,467914,11933,14757,31,3,31,3,8,1,3,9,1.0,1,-0.24347999340722598,0,0.0105836475,0.98941636,0.01543888585916057,0.6972230945144621,monitor
105560,15,1,13,412,16,6,3,0,1651,56109,467914,110115,1094,1651,195,1546,5,32,4,39,79,1.0,1,0.0014366869193677134,1,0.0056311116,0.9943689,0.6558119277942268,0.892801792049053,block
76966,15,1,19,245,16,6,0,0,73,56109,467914,120453,42657,73,19,72,18,17,2,8,29,10.0,0,-0.13325817256202166,0,0.0066138417,0.99338615,0.30363110946820027,0.7864596493458922,monitor
193209,2,1,13,122,16,6,3,0,16,53879,467914,110115,5972,16,2,16,1,11,1,1,15,2.0,1,-0.23235403296536072,0,0.032506343,0.96749365,0.044529452998588036,0.6906043932077734,monitor
53665,14,1,6,463,16,6,2,0,20,17431,467914,12778,1923,20,1,20,1,15,1,3,16,1.0,1,-0.2172289417497545,0,0.0036320763,0.99636793,0.08407637425510409,0.7226804642327079,monitor
151865,23,1,17,153,16,6,3,0,18,4782,467914,26717,11033,18,1,18,2,11,1,1,15,23.0,0,-0.20047485563882017,0,0.047223154,0.95277685,0.12788255794742848,0.7053085559126709,monitor
89562,6,1,23,459,16,6,2,0,87,10944,467914,4844,10801,87,4,79,3,14,2,15,26,2.0,1,-0.2016315725595691,0,0.01614298,0.98385704,0.12485814028747164,0.7261573431902149,monitor
48965,12,1,18,265,16,6,1,0,33,69497,467914,24717,11005,33,4,32,1,9,2,6,16,7.0,0,-0.20155809255515317,0,0.0038640043,0.996136,0.12505026527416704,0.7348102684860587,monitor
75281,1,1,18,125,16,6,5,0,31,19091,467914,24717,7820,31,2,29,2,8,2,4,10,0.0,1,-0.21742902417443144,0,0.0035805425,0.9964194,0.0835532274006013,0.7225595809864462,monitor
55614,18,1,6,121,16,6,8,0,38,38763,467914,12778,18947,38,4,36,2,15,2,5,24,4.0,1,-0.21617085462700059,0,0.010762548,0.9892374,0.08684290885179512,0.7185190720535793,monitor
174662,8,1,13,145,16,6,1,0,6,32361,467914,110115,31640,6,3,6,3,4,1,1,3,0.0,1,-0.20548710736195142,0,0.34756795,0.6524321,0.11477724034061737,0.4911356130792818,allow
77285,12,1,19,178,16,6,5,0,111,69497,467914,120453,21830,111,23,111,8,13,1,8,29,0.0,1,-0.1888696746898812,0,0.0032901135,0.9967099,0.15822612220188803,0.7451647608701611,monitor
48624,18,1,13,121,16,6,6,0,23,38763,467914,110115,18947,23,2,23,2,9,1,3,11,40.0,0,-0.2129532697394575,0,0.022136435,0.97786355,0.09525578877231614,0.713081185999218,monitor
201926,11,1,19,173,16,6,5,0,43,4909,467914,120453,2309,43,2,43,2,16,1,3,28,64.0,0,-0.15365671105247963,0,0.14558776,0.85441226,0.25029593390259497,0.6731773426593344,monitor
201997,21,2,13,128,16,6,8,0,21,10101,26018,110115,10067,21,2,3,2,10,2,4,16,37.0,0,-0.11545567949119684,0,0.0059863483,0.99401367,0.350178517454418,0.8008630983691074,block
119723,18,1,19,376,16,6,6,0,6,38763,467914,120453,1683,6,5,5,5,2,2,2,2,3.0,1,-0.17979284721061117,0,0.030908516,0.9690915,0.18195891008823767,0.7329517114938785,monitor
42056,2,1,28,469,16,6,5,0,38,53879,467914,3765,4406,38,4,38,2,13,1,2,28,0.0,1,-0.22949757479374638,0,0.0014079228,0.9985921,0.05199811052766175,0.7146138584360084,monitor
73487,3,1,10,153,16,6,5,0,3296,65991,467914,14836,11033,3296,733,2876,415,30,4,56,83,0.0,1,0.11260162118623773,1,0.0008779014,0.9991221,0.9464700692407797,0.9833264849636707,block
13135,2,1,10,236,16,6,1,0,97,53879,467914,14836,1286,97,3,79,1,16,2,10,29,20.0,0,-0.17610376609339323,0,0.02209348,0.9779065,0.19160459079004957,0.7420159269501496,monitor
129235,9,1,19,258,16,6,8,0,8,59537,467914,120453,3881,8,1,7,1,8,2,3,8,0.0,1,-0.21303073490273622,0,0.22948797,0.77051204,0.09505324396325437,0.5678744102502862,monitor
97463,1,1,25,452,16,6,7,0,119,19091,467914,11933,3861,119,1,110,4,18,2,18,33,31.0,0,-0.14382712860935964,0,0.004180741,0.9958193,0.2759969176071695,0.7798725349073949,monitor
22385,13,1,41,400,16,6,0,0,48,7335,467914,6222,1367,48,2,48,1,14,1,7,20,0.0,1,-0.19307835850438482,0,0.0510932,0.9489068,0.14722185882038769,0.7084013150695172,monitor
73516,12,1,10,326,16,6,6,0,3133,69497,467914,14836,2124,3133,842,2724,370,32,7,53,86,0.0,1,0.11595374706611128,1,0.0013660379,0.998634,0.9552347276698478,0.9856141690638938,block
80311,15,1,17,153,16,6,2,0,7,56109,467914,26717,11033,7,1,7,1,7,1,1,7,-1.0,0,-0.2162146211546781,0,0.1364518,0.8635482,0.08672847440647105,0.6305022659623832,monitor
28621,8,1,19,145,16,6,1,0,19,32361,467914,120453,31640,19,5,15,5,9,3,7,10,46.0,0,-0.1490844365501341,0,0.079921626,0.9200784,0.26225086211624193,0.7227301483138276,monitor
94336,15,1,19,386,16,6,7,0,27,56109,467914,120453,1496,27,3,26,1,13,2,3,22,3.0,1,-0.20512936967464918,0,0.040919963,0.95908004,0.11571260158562147,0.7060698028336271,monitor
37028,26,1,3,121,16,6,4,0,50,3946,467914,7303,18947,50,1,48,3,15,2,4,32,3.0,1,-0.1954471221084761,0,0.01030667,0.98969334,0.14102835516537227,0.7350938292157799,monitor
112291,2,1,22,469,16,6,1,0,30,53879,467914,18179,4406,30,1,24,1,13,2,2,14,1.0,1,-0.22235155678132273,0,0.00089070946,0.99910927,0.07068249448320249,0.7205812122350365,monitor
24197,23,1,8,153,16,6,0,0,26,4782,467914,15263,11033,26,2,26,3,15,1,3,20,23.0,0,-0.18608588056055025,0,0.02012889,0.9798711,0.16550478820513237,0.7355611845389323,monitor
91885,2,2,19,237,16,6,2,0,162,53879,26018,120453,3587,162,19,14,4,21,2,20,50,3.0,1,-0.10600358610153371,0,0.0014423556,0.9985576,0.3748924968719141,0.8114580940627949,block
77048,9,1,13,134,16,6,5,0,463,59537,467914,110115,43940,463,46,391,30,26,5,36,66,0.0,1,-0.06937692809391516,0,0.08391885,0.91608113,0.47065863404549263,0.7824543994482669,monitor
55722,20,1,13,259,16,6,6,0,107,7931,467914,110115,24335,107,2,88,5,13,2,17,21,1.0,1,-0.18308456859976974,0,0.14918394,0.8508161,0.17335218866621246,0.6475768765209758,monitor
113081,15,2,22,245,16,6,7,0,5,56109,26018,18179,42657,5,1,1,1,4,2,2,4,77.0,0,-0.09967283563889628,0,0.07173321,0.92826676,0.39144523605686854,0.7672202815561963,monitor
103183,12,1,26,328,16,6,7,0,36,69497,467914,2586,4172,36,6,35,1,15,2,5,17,15.0,0,-0.19644351722598913,0,0.018810278,0.9811897,0.1384231239842203,0.7283597228016504,monitor
30564,12,2,9,178,16,6,5,0,155,69497,26018,12357,21830,155,19,17,5,18,3,19,45,7.0,0,-0.09323188061152154,0,0.0011095422,0.99889046,0.40828612234663364,0.8217091762616378,block
42139,17,1,13,280,16,6,7,0,89,2398,467914,110115,22283,89,1,81,12,12,2,9,22,0.0,1,-0.18465943174243837,0,0.038848504,0.9611515,0.16923446218079174,0.7235763632056291,monitor
44744,1,1,19,134,16,6,0,0,327,19091,467914,120453,43940,326,11,269,38,23,4,32,50,3.0,1,-0.06358186240518215,0,0.001199481,0.9988005,0.4858107414411951,0.8449035598804786,block
48258,12,1,19,328,16,6,6,0,13,69497,467914,120453,4172,13,4,13,4,4,1,3,4,156.0,0,-0.1550084721368371,0,0.0047401264,0.9952599,0.24676154271125134,0.77071037952709,monitor
68161,2,1,13,237,16,6,4,0,58,53879,467914,110115,3587,58,32,54,2,10,2,6,13,4.0,1,-0.19526985880001574,0,0.0030398462,0.99696016,0.1414918378645125,0.7403196536199433,monitor
202954,11,1,2,122,16,6,2,0,235,4909,467914,1501,5972,235,4,205,5,24,3,25,61,1.0,1,-0.12228652941777662,0,0.0073928386,0.9926072,0.33231818984972916,0.7945204505653009,monitor
53251,15,1,18,245,16,6,7,0,22,56109,467914,24717,42657,22,6,22,12,6,1,2,6,0.0,1,-0.2174036490182376,0,0.006078934,0.99392104,0.08361957472304479,0.7208305656961798,monitor
17029,2,1,19,469,16,6,0,0,21,53879,467914,120453,4406,21,1,21,1,11,1,4,15,0.0,1,-0.21873937804120763,0,0.0015482553,0.99845177,0.08012710186860447,0.7229543869883462,monitor
8230,3,1,13,280,16,6,2,0,44,65991,467914,110115,22283,44,8,44,5,16,1,8,24,0.0,1,-0.22015919211701596,0,0.0047647213,0.99523526,0.0764147754664371,0.7195891236113057,monitor
71373,12,1,18,205,16,6,5,0,84,69497,467914,24717,10651,84,17,84,1,21,1,7,34,9.0,0,-0.17358597347642185,0,0.0035360998,0.9964639,0.19818775415377637,0.7569810526369716,monitor
34958,1,1,13,439,16,6,0,0,8,19091,467914,110115,4807,8,1,8,2,7,1,1,7,-1.0,0,-0.19143910008669468,0,0.0053041987,0.9946958,0.15150795684382196,0.7417394229952242,monitor
200002,3,1,13,135,16,6,7,0,21,65991,467914,110115,7919,21,7,21,3,5,1,1,7,0.0,1,-0.22271197172125407,0,0.049158387,0.9508416,0.06974013314164379,0.6865111341044804,monitor
131098,12,1,22,245,16,6,3,0,86,69497,467914,18179,42657,86,8,77,19,11,2,5,16,0.0,1,-0.1896076524786814,0,0.0018667075,0.9981333,0.15629656362358169,0.7455822445387347,monitor
98052,9,2,13,258,16,6,0,0,85,59537,26018,110115,3881,85,9,22,4,19,4,11,28,25.0,0,-0.06614991094074696,0,0.0148551185,0.98514485,0.4790961761026335,0.8333302145823465,block
33016,12,1,13,178,16,6,9,0,4,69497,467914,110115,21830,4,2,4,1,3,1,1,4,91.0,0,-0.15396008593774957,0,0.006257428,0.9937426,0.24950271272277189,0.7704706353652935,monitor
73516,9,2,5,215,16,6,1,0,3133,59537,26018,299,13005,3133,425,401,84,32,7,53,86,0.0,1,0.09646898610816923,1,0.00064764696,0.99935234,0.9042887666623072,0.9708332651496016,block
5348,12,1,13,265,16,6,2,0,1598,69497,467914,110115,11005,1598,207,1407,20,35,6,49,82,0.0,1,0.010880887905428183,1,0.0015815506,0.99841845,0.6805052712856746,0.9030444727927154,block
70436,8,1,10,145,16,6,5,0,43,32361,467914,14836,31640,43,10,43,10,6,1,2,5,1.0,1,-0.21288280494994516,0,0.034937177,0.9650628,0.09544003000712774,0.7041759729112875,monitor
63812,15,1,20,140,16,6,2,0,94,56109,467914,11883,14757,94,20,66,2,18,2,12,32,23.0,0,-0.17534694693328284,0,0.0016115776,0.9983884,0.193583413086303,0.7569468748932981,monitor
29412,8,1,18,145,16,6,2,0,53,32361,467914,24717,31640,53,3,53,3,16,1,7,24,0.0,1,-0.21385652664575494,0,0.22552592,0.7744741,0.09289408204020123,0.5700000657947691,monitor
191802,9,1,19,234,16,6,0,0,12,59537,467914,120453,2887,12,2,12,2,6,1,2,7,0.0,1,-0.21924793731341158,0,0.3848601,0.6151399,0.07879739395442219,0.45423714933294834,allow
50164,12,1,10,178,16,6,3,0,83,69497,467914,14836,21830,83,17,81,12,13,2,9,28,1.0,1,-0.21176946593080986,0,0.00061040407,0.9993896,0.09835102934550664,0.7290779911843283,monitor
8352,12,1,6,245,16,6,1,0,113,69497,467914,12778,42657,113,22,113,5,17,1,10,32,0.0,1,-0.17169574618878697,0,0.0039472436,0.99605274,0.2031300496173491,0.758175910446423,monitor
6367,9,1,22,134,16,6,9,0,111,59537,467914,18179,43940,111,18,78,11,15,2,13,31,0.0,1,-0.17038083064762316,0,0.15106721,0.8489328,0.20656810236189846,0.6562233747011843,monitor
42384,1,1,6,349,16,6,9,0,12,19091,467914,12778,1803,12,1,12,1,9,1,1,11,11.0,0,-0.1938127040910283,0,0.0032266148,0.99677336,0.14530179720382733,0.7413318688311006,monitor
65274,12,1,13,245,16,6,6,0,41,69497,467914,110115,42657,41,8,39,16,7,2,4,6,0.0,1,-0.19158244660579316,0,0.002075714,0.99792427,0.15113315490561388,0.7438869521250655,monitor
30304,8,1,17,145,16,6,5,0,102,32361,467914,26717,31640,102,36,102,36,12,1,6,20,0.0,1,-0.1637668474334894,0,0.03659987,0.9634001,0.22386139796142404,0.7415384833990473,monitor
73516,12,1,19,245,16,6,0,0,3133,69497,467914,120453,42657,3133,842,2724,225,32,7,53,86,0.0,1,0.13307464562843474,1,0.0021433798,0.9978566,1.0,0.998499619960785,block
